timestamp,location_id,record_type,event_status
2024-01-02 11:55,82,1,0
2024-01-02 12:12,126,1,0
2024-01-02 12:20,134,1,4
2024-01-02 12:27,33,1,0
2024-01-02 12:31,29,1,0
2024-01-02 12:32,101,1,0
2024-01-02 12:32,262,1,0
2024-01-02 12:46,41,1,0
2024-01-02 12:46,98,1,0
2024-01-02 12:47,190,1,0
2024-01-02 12:51,274,1,0
2024-01-02 12:53,79,1,0
2024-01-02 12:53,189,1,0
2024-01-02 12:54,58,1,0
2024-01-02 12:55,295,1,0
2024-01-02 13:01,199,1,0
2024-01-02 13:03,49,1,0
2024-01-02 13:03,287,1,0
2024-01-02 13:11,291,1,0
2024-01-02 13:12,196,1,0
2024-01-02 13:16,175,1,0
2024-01-02 13:27,253,1,0
2024-01-02 13:38,213,1,0
2024-01-02 13:39,217,1,0
2024-01-02 13:45,135,1,0
2024-01-02 13:45,204,1,0
2024-01-02 14:03,106,1,0
2024-01-02 14:04,43,1,0
2024-01-02 14:06,188,1,0
2024-01-02 14:18,208,1,0
2024-01-02 14:24,162,1,0
2024-01-02 14:25,50,1,0
2024-01-02 14:31,155,1,0
2024-01-02 14:52,297,1,0
2024-01-02 14:53,77,1,0
2024-01-02 14:59,271,1,0
2024-01-02 15:01,218,1,0
2024-01-02 15:03,224,1,0
2024-01-02 15:10,96,1,0
2024-01-02 15:14,242,1,0
2024-01-02 15:18,157,1,0
2024-01-02 15:23,272,1,0
2024-01-02 15:25,47,1,0
2024-01-02 15:33,102,1,0
2024-01-02 15:35,227,1,0
2024-01-02 15:38,16,1,0
2024-01-02 15:39,243,1,0
2024-01-02 15:40,296,1,0
2024-01-02 15:44,89,1,0
2024-01-02 15:51,203,1,0
2024-01-02 15:56,268,1,0
2024-01-02 16:01,5,1,0
2024-01-02 16:03,36,1,0
2024-01-02 16:04,294,1,0
2024-01-02 16:05,147,1,0
2024-01-02 16:07,181,1,0
2024-01-02 16:18,142,1,4
2024-01-02 16:19,205,1,0
2024-01-02 16:20,260,1,0
2024-01-02 16:31,149,1,0
2024-01-02 16:31,229,1,0
2024-01-02 16:33,249,1,0
2024-01-02 16:34,207,1,0
2024-01-02 16:37,94,1,0
2024-01-02 16:42,174,1,0
2024-01-02 16:43,137,1,0
2024-01-02 16:46,141,1,0
2024-01-02 16:47,178,1,0
2024-01-02 16:54,235,1,0
2024-01-02 16:57,143,1,0
2024-01-02 16:59,280,1,0
2024-01-02 17:09,245,1,0
2024-01-02 17:13,281,1,0
2024-01-02 17:14,48,1,0
2024-01-02 17:15,230,1,0
2024-01-02 17:30,56,1,0
2024-01-02 17:35,6,1,0
2024-01-02 17:38,184,1,0
2024-01-02 17:42,201,1,0
2024-01-02 17:49,299,1,0
2024-01-02 17:50,104,1,0
2024-01-02 17:50,290,1,0
2024-01-02 17:55,68,1,0
2024-01-02 17:59,223,1,0
2024-01-02 18:00,3,1,0
2024-01-02 18:00,250,1,0
2024-01-02 18:01,17,1,0
2024-01-02 18:05,60,1,0
2024-01-02 18:10,57,1,0
2024-01-02 18:18,179,1,0
2024-01-02 18:19,146,1,0
2024-01-02 18:24,52,1,0
2024-01-02 18:25,4,1,0
2024-01-02 18:26,232,1,0
2024-01-02 18:36,160,1,0
2024-01-02 18:41,65,1,0
2024-01-02 18:43,176,1,0
2024-01-02 18:44,131,1,0
2024-01-02 18:49,171,1,0
2024-01-02 18:53,129,1,0
2024-01-02 19:00,237,1,0
2024-01-02 19:07,30,1,0
2024-01-02 19:14,112,1,0
2024-01-02 19:17,42,1,0
2024-01-02 19:19,191,1,0
2024-01-02 19:24,300,1,0
2024-01-02 19:25,19,1,0
2024-01-02 19:34,108,1,0
2024-01-02 19:55,63,1,0
2024-01-02 19:56,222,1,0
2024-01-02 20:04,236,1,0
2024-01-02 20:05,105,1,0
2024-01-02 20:07,169,1,4
2024-01-02 20:11,78,1,0
2024-01-02 20:11,269,1,0
2024-01-02 20:15,1,1,0
2024-01-02 20:16,22,1,0
2024-01-02 20:17,121,1,0
2024-01-02 20:18,240,1,0
2024-01-02 20:26,39,1,0
2024-01-02 20:28,103,1,0
2024-01-02 20:33,283,1,4
2024-01-02 20:38,71,1,4
2024-01-02 20:48,252,1,0
2024-01-02 20:51,34,1,0
2024-01-02 21:03,12,1,0
2024-01-02 21:03,122,1,0
2024-01-02 21:08,67,1,0
2024-01-02 21:11,239,1,0
2024-01-02 21:13,138,1,0
2024-01-02 21:18,18,1,0
2024-01-02 21:19,158,1,0
2024-01-02 21:20,69,1,0
2024-01-02 21:29,54,1,0
2024-01-02 21:30,133,1,0
2024-01-02 21:32,210,1,0
2024-01-02 21:33,216,1,0
2024-01-02 21:38,151,1,0
2024-01-02 21:40,90,1,0
2024-01-02 21:40,247,1,0
2024-01-02 21:42,234,1,0
2024-01-02 21:51,139,1,0
2024-01-02 22:00,110,1,0
2024-01-02 22:02,21,1,0
2024-01-02 22:04,173,1,0
2024-01-02 22:05,159,1,0
2024-01-02 22:06,219,1,0
2024-01-02 22:14,183,1,0
2024-01-02 22:22,93,1,0
2024-01-02 22:31,86,1,0
2024-01-02 22:37,115,1,0
2024-01-02 22:47,51,1,0
2024-01-02 23:09,88,1,0
2024-01-02 23:18,177,1,0
2024-01-02 23:18,278,1,0
2024-01-02 23:25,233,1,0
2024-01-02 23:26,64,1,0
2024-01-02 23:28,211,1,0
2024-01-02 23:39,261,1,0
2024-01-02 23:43,53,1,4
2024-01-02 23:56,215,1,0
2024-01-03 02:14,182,1,0
2024-01-03 03:49,226,1,0
2024-01-03 03:50,192,1,0
2024-01-03 03:54,136,1,0
2024-01-03 04:19,263,1,0
2024-01-03 04:36,140,1,0
2024-01-03 04:51,2,1,0
2024-01-03 06:11,73,1,0
2024-01-03 06:16,206,1,0
2024-01-03 06:22,132,1,0
2024-01-03 06:35,109,1,0
2024-01-03 06:39,124,1,0
2024-01-03 06:46,118,1,0
2024-01-03 07:04,116,1,0
2024-01-03 07:31,7,1,0
2024-01-03 08:10,8,1,0
2024-01-03 08:29,251,1,0
2024-01-03 08:39,27,1,0
2024-01-03 08:39,185,1,0
2024-01-03 08:41,59,1,0
2024-01-03 08:51,75,1,0
2024-01-03 08:56,11,1,0
2024-01-03 09:02,38,1,0
2024-01-03 09:23,91,1,0
2024-01-03 09:29,284,1,0
2024-01-03 09:39,164,1,0
2024-01-03 10:32,277,1,0
2024-01-03 10:34,231,1,0
2024-01-03 10:40,195,1,0
2024-01-03 10:41,35,1,0
2024-01-03 10:41,166,1,0
2024-01-03 10:44,99,1,0
2024-01-03 10:49,32,1,0
2024-01-03 11:07,14,1,0
2024-01-03 11:24,120,1,0
2024-01-03 11:33,273,1,0
2024-01-03 11:45,145,1,0
2024-01-03 11:48,259,1,0
2024-01-03 12:08,292,1,0
2024-01-03 12:18,81,1,0
2024-01-03 12:20,279,1,0
2024-01-03 12:33,13,1,0
2024-01-03 12:33,23,1,0
2024-01-03 13:20,189,1,0
2024-01-03 13:28,246,1,0
2024-01-03 13:29,107,1,0
2024-01-03 13:35,76,1,0
2024-01-03 14:07,113,1,0
2024-01-03 14:17,66,1,0
2024-01-03 14:28,202,1,0
2024-01-03 14:33,148,1,0
2024-01-03 14:34,282,1,0
2024-01-03 14:37,265,1,4
2024-01-03 14:45,289,1,0
2024-01-03 15:09,167,1,0
2024-01-03 15:52,258,1,0
2024-01-03 15:56,135,1,0
2024-01-03 16:09,186,1,4
2024-01-03 16:13,295,1,0
2024-01-03 16:42,163,1,0
2024-01-03 16:49,80,1,4
2024-01-03 16:50,89,1,0
2024-01-03 16:51,97,1,0
2024-01-03 16:57,154,1,0
2024-01-03 17:12,199,1,0
2024-01-03 17:15,16,1,0
2024-01-03 17:20,170,1,0
2024-01-03 17:25,33,1,0
2024-01-03 17:28,87,1,0
2024-01-03 17:28,147,1,0
2024-01-03 17:29,241,1,0
2024-01-03 17:29,266,1,0
2024-01-03 17:35,227,1,0
2024-01-03 17:46,15,1,0
2024-01-03 17:51,37,1,0
2024-01-03 17:53,267,1,0
2024-01-03 17:56,174,1,0
2024-01-03 18:01,82,1,0
2024-01-03 18:07,230,1,0
2024-01-03 18:38,244,1,0
2024-01-03 18:39,268,1,0
2024-01-03 18:40,17,1,0
2024-01-03 18:40,214,1,0
2024-01-03 18:40,285,1,0
2024-01-03 18:42,228,1,0
2024-01-03 18:44,176,1,0
2024-01-03 19:00,190,1,0
2024-01-03 19:01,293,1,0
2024-01-03 19:03,274,1,0
2024-01-03 19:04,150,1,0
2024-01-03 19:07,96,1,0
2024-01-03 19:10,49,1,0
2024-01-03 19:13,220,1,0
2024-01-03 19:14,92,1,0
2024-01-03 19:14,245,1,0
2024-01-03 19:15,44,1,0
2024-01-03 19:24,30,1,0
2024-01-03 19:30,160,1,0
2024-01-03 19:32,286,1,0
2024-01-03 19:37,31,1,0
2024-01-03 19:37,128,1,0
2024-01-03 19:37,130,1,0
2024-01-03 19:47,72,1,0
2024-01-03 19:50,180,1,0
2024-01-03 19:51,256,1,0
2024-01-03 19:55,203,1,0
2024-01-03 19:57,102,1,0
2024-01-03 20:07,225,1,0
2024-01-03 20:11,94,1,0
2024-01-03 20:20,209,1,0
2024-01-03 20:22,137,1,0
2024-01-03 20:27,100,1,0
2024-01-03 20:31,52,1,0
2024-01-03 20:40,157,1,0
2024-01-03 20:40,193,1,0
2024-01-03 20:47,181,1,0
2024-01-03 20:49,134,1,0
2024-01-03 20:51,172,1,0
2024-01-03 20:51,255,1,0
2024-01-03 20:53,55,1,0
2024-01-03 20:55,197,1,0
2024-01-03 20:56,98,1,0
2024-01-03 20:59,236,1,0
2024-01-03 21:01,141,1,0
2024-01-03 21:06,262,1,0
2024-01-03 21:11,10,1,0
2024-01-03 21:12,296,1,0
2024-01-03 21:22,40,1,0
2024-01-03 21:25,83,1,0
2024-01-03 21:36,221,1,0
2024-01-03 21:45,56,1,0
2024-01-03 21:45,60,1,0
2024-01-03 21:46,41,1,0
2024-01-03 21:50,212,1,0
2024-01-03 21:52,71,1,0
2024-01-03 21:53,79,1,0
2024-01-03 21:55,138,1,0
2024-01-03 21:57,275,1,0
2024-01-03 21:59,207,1,0
2024-01-03 22:02,187,1,0
2024-01-03 22:03,208,1,0
2024-01-03 22:08,25,1,0
2024-01-03 22:08,188,1,0
2024-01-03 22:15,159,1,0
2024-01-03 22:22,269,1,0
2024-01-03 22:25,165,1,0
2024-01-03 22:41,106,1,0
2024-01-03 22:46,175,1,0
2024-01-03 22:51,152,1,0
2024-01-03 22:54,168,1,0
2024-01-03 22:59,84,1,0
2024-01-03 23:12,77,1,0
2024-01-03 23:12,242,1,0
2024-01-03 23:16,125,1,0
2024-01-03 23:21,123,1,0
2024-01-03 23:26,22,1,0
2024-01-03 23:30,20,1,0
2024-01-03 23:34,250,1,0
2024-01-03 23:42,143,1,0
2024-01-03 23:44,288,1,0
2024-01-03 23:47,34,1,0
2024-01-04 00:09,162,1,0
2024-01-04 00:19,156,1,0
2024-01-04 00:26,18,1,0
2024-01-04 00:34,24,1,0
2024-01-04 00:43,205,1,0
2024-01-04 00:47,254,1,0
2024-01-04 00:51,70,1,0
2024-01-04 00:51,155,1,0
2024-01-04 00:52,237,1,0
2024-01-04 00:53,264,1,0
2024-01-04 00:57,110,1,0
2024-01-04 00:58,234,1,0
2024-01-04 01:07,270,1,0
2024-01-04 01:09,257,1,0
2024-01-04 01:15,196,1,0
2024-01-04 01:19,46,1,0
2024-01-04 01:27,95,1,0
2024-01-04 01:33,9,1,0
2024-01-04 01:34,252,1,0
2024-01-04 01:37,253,1,0
2024-01-04 01:45,61,1,0
2024-01-04 01:51,280,1,0
2024-01-04 01:52,239,1,0
2024-01-04 01:56,39,1,0
2024-01-04 02:02,232,1,0
2024-01-04 02:03,63,1,0
2024-01-04 02:13,36,1,0
2024-01-04 02:20,88,1,0
2024-01-04 02:24,287,1,0
2024-01-04 02:30,45,1,0
2024-01-04 02:31,198,1,0
2024-01-04 02:38,243,1,0
2024-01-04 02:53,211,1,0
2024-01-04 03:06,112,1,0
2024-01-04 03:08,248,1,0
2024-01-04 03:12,101,1,0
2024-01-04 03:14,290,1,0
2024-01-04 03:15,127,1,0
2024-01-04 03:15,142,1,0
2024-01-04 03:21,153,1,4
2024-01-04 03:25,146,1,0
2024-01-04 03:26,238,1,0
2024-01-04 03:34,104,1,0
2024-01-04 03:35,129,1,0
2024-01-04 03:44,216,1,0
2024-01-04 03:46,183,1,0
2024-01-04 04:00,21,1,0
2024-01-04 04:15,144,1,0
2024-01-04 04:19,122,1,0
2024-01-04 04:21,86,1,0
2024-01-04 04:28,103,1,0
2024-01-04 04:31,184,1,0
2024-01-04 04:37,19,1,0
2024-01-04 04:43,200,1,0
2024-01-04 04:44,28,1,0
2024-01-04 04:58,240,1,0
2024-01-04 05:01,114,1,0
2024-01-04 05:10,297,1,0
2024-01-04 05:11,50,1,0
2024-01-04 05:22,26,1,0
2024-01-04 05:30,5,1,0
2024-01-04 05:31,115,1,0
2024-01-04 05:33,119,1,0
2024-01-04 05:35,276,1,0
2024-01-04 05:37,74,1,0
2024-01-04 05:38,218,1,0
2024-01-04 05:44,117,1,0
2024-01-04 05:52,235,1,0
2024-01-04 06:19,62,1,0
2024-01-04 06:23,178,1,0
2024-01-04 06:26,85,1,0
2024-01-04 06:28,179,1,0
2024-01-04 06:43,272,1,0
2024-01-04 06:44,298,1,0
2024-01-04 07:09,12,1,0
2024-01-04 07:32,58,1,0
2024-01-04 08:14,222,1,4
2024-01-04 08:25,1,1,0
2024-01-04 08:25,93,1,0
2024-01-04 08:25,132,1,0
2024-01-04 08:28,299,1,0
2024-01-04 08:36,57,1,0
2024-01-04 08:58,204,1,0
2024-01-04 09:16,291,1,0
2024-01-04 09:22,8,1,0
2024-01-04 09:31,161,1,0
2024-01-04 09:45,6,1,0
2024-01-04 09:53,219,1,0
2024-01-04 10:08,133,1,0
2024-01-04 10:10,121,1,0
2024-01-04 10:17,185,1,0
2024-01-04 10:20,194,1,0
2024-01-04 10:22,65,1,0
2024-01-04 10:22,111,1,0
2024-01-04 10:28,43,1,0
2024-01-04 10:29,260,1,0
2024-01-04 10:39,158,1,0
2024-01-04 10:41,124,1,0
2024-01-04 10:41,210,1,0
2024-01-04 10:50,99,1,0
2024-01-04 11:04,78,1,0
2024-01-04 11:06,51,1,0
2024-01-04 11:11,27,1,0
2024-01-04 11:28,48,1,0
2024-01-04 11:30,29,1,0
2024-01-04 11:44,126,1,4
2024-01-04 11:58,47,1,0
2024-01-04 12:02,35,1,0
2024-01-04 12:23,213,1,0
2024-01-04 12:26,217,1,0
2024-01-04 12:33,229,1,0
2024-01-04 12:40,7,1,0
2024-01-04 12:47,64,1,0
2024-01-04 12:54,3,1,0
2024-01-04 13:04,283,1,0
2024-01-04 13:05,226,1,0
2024-01-04 13:09,68,1,0
2024-01-04 13:12,215,1,0
2024-01-04 13:21,4,1,0
2024-01-04 13:21,251,1,0
2024-01-04 13:38,224,1,0
2024-01-04 13:47,271,1,0
2024-01-04 13:48,206,1,0
2024-01-04 13:54,279,1,0
2024-01-04 13:55,249,1,0
2024-01-04 13:58,300,1,0
2024-01-04 14:15,278,1,0
2024-01-04 14:21,90,1,0
2024-01-04 14:21,259,1,0
2024-01-04 14:25,173,1,0
2024-01-04 14:25,281,1,0
2024-01-04 14:36,171,1,0
2024-01-04 14:39,201,1,0
2024-01-04 14:51,105,1,0
2024-01-04 14:59,294,1,0
2024-01-04 15:05,42,1,0
2024-01-04 15:06,54,1,0
2024-01-04 15:12,149,1,0
2024-01-04 15:17,177,1,0
2024-01-04 15:40,191,1,0
2024-01-04 15:48,11,1,0
2024-01-04 15:50,261,1,0
2024-01-04 16:00,91,1,0
2024-01-04 16:15,223,1,0
2024-01-04 16:24,282,1,0
2024-01-04 16:39,131,1,0
2024-01-04 16:49,13,1,0
2024-01-04 16:49,247,1,4
2024-01-04 16:51,246,1,0
2024-01-04 17:13,186,1,0
2024-01-04 17:14,169,1,0
2024-01-04 17:39,53,1,0
2024-01-04 18:11,231,1,0
2024-01-04 18:19,69,1,0
2024-01-04 18:46,166,1,0
2024-01-04 18:50,108,1,0
2024-01-04 18:59,116,1,0
2024-01-04 19:01,189,1,0
2024-01-04 19:07,67,1,0
2024-01-04 19:24,273,1,0
2024-01-04 19:25,190,1,0
2024-01-04 19:32,233,1,0
2024-01-04 19:41,151,1,0
2024-01-04 19:46,87,1,0
2024-01-04 19:56,167,1,0
2024-01-04 20:00,286,1,0
2024-01-04 20:05,113,1,0
2024-01-04 20:06,145,1,0
2024-01-04 20:16,139,1,0
2024-01-04 20:41,193,1,0
2024-01-04 20:49,182,1,0
2024-01-04 21:00,81,1,0
2024-01-04 21:17,30,1,0
2024-01-04 21:20,118,1,0
2024-01-04 21:23,236,1,0
2024-01-04 21:52,220,1,0
2024-01-04 21:57,44,1,0
2024-01-04 22:08,37,1,0
2024-01-04 22:15,197,1,0
2024-01-04 22:19,292,1,0
2024-01-04 22:27,209,1,0
2024-01-04 22:35,295,1,0
2024-01-04 22:45,154,1,0
2024-01-04 23:10,195,1,0
2024-01-04 23:12,165,1,0
2024-01-04 23:19,192,1,4
2024-01-04 23:25,245,1,0
2024-01-04 23:30,136,1,0
2024-01-04 23:32,274,1,0
2024-01-04 23:45,256,1,0
2024-01-05 00:06,59,1,0
2024-01-05 00:10,109,1,0
2024-01-05 00:18,71,1,0
2024-01-05 00:23,32,1,0
2024-01-05 00:24,106,1,0
2024-01-05 00:24,265,1,0
2024-01-05 00:32,107,1,0
2024-01-05 00:40,266,1,0
2024-01-05 00:42,49,1,0
2024-01-05 01:01,289,1,0
2024-01-05 01:02,120,1,0
2024-01-05 01:06,288,1,0
2024-01-05 01:17,254,1,0
2024-01-05 01:17,262,1,0
2024-01-05 01:20,263,1,0
2024-01-05 01:29,31,1,0
2024-01-05 01:34,163,1,0
2024-01-05 01:36,160,1,0
2024-01-05 01:42,23,1,0
2024-01-05 01:50,92,1,0
2024-01-05 01:54,242,1,0
2024-01-05 01:59,128,1,0
2024-01-05 02:00,97,1,0
2024-01-05 02:14,140,1,0
2024-01-05 02:18,230,1,0
2024-01-05 02:36,70,1,0
2024-01-05 02:37,25,1,0
2024-01-05 02:42,205,1,0
2024-01-05 02:45,2,1,0
2024-01-05 02:45,73,1,0
2024-01-05 02:58,52,1,0
2024-01-05 03:03,267,1,0
2024-01-05 03:10,244,1,0
2024-01-05 03:11,75,1,0
2024-01-05 03:28,162,1,0
2024-01-05 03:35,66,1,0
2024-01-05 03:42,89,1,0
2024-01-05 04:14,168,1,4
2024-01-05 04:28,38,1,0
2024-01-05 04:32,170,1,0
2024-01-05 04:35,33,1,0
2024-01-05 04:41,175,1,0
2024-01-05 04:48,275,1,0
2024-01-05 04:53,80,1,0
2024-01-05 04:53,198,1,0
2024-01-05 05:14,212,1,4
2024-01-05 05:16,248,1,0
2024-01-05 05:19,17,1,0
2024-01-05 05:54,94,1,0
2024-01-05 05:57,39,1,0
2024-01-05 05:57,203,1,0
2024-01-05 06:01,127,1,0
2024-01-05 06:08,284,1,0
2024-01-05 06:24,208,1,0
2024-01-05 06:26,22,1,0
2024-01-05 06:45,221,1,0
2024-01-05 06:48,164,1,0
2024-01-05 06:52,123,1,0
2024-01-05 07:22,20,1,0
2024-01-05 07:42,15,1,4
2024-01-05 07:44,141,1,0
2024-01-05 07:44,157,1,0
2024-01-05 07:51,214,1,0
2024-01-05 07:58,135,1,0
2024-01-05 08:02,84,1,0
2024-01-05 08:08,184,1,0
2024-01-05 08:12,277,1,0
2024-01-05 08:18,14,1,0
2024-01-05 08:20,41,1,0
2024-01-05 08:56,280,1,0
2024-01-05 09:00,55,1,0
2024-01-05 09:05,56,1,0
2024-01-05 09:05,178,1,0
2024-01-05 09:07,40,1,0
2024-01-05 09:07,79,1,0
2024-01-05 09:13,174,1,0
2024-01-05 09:14,24,1,0
2024-01-05 09:24,82,1,0
2024-01-05 09:34,134,1,0
2024-01-05 09:55,9,1,0
2024-01-05 10:00,243,1,0
2024-01-05 10:09,181,1,0
2024-01-05 10:12,137,1,0
2024-01-05 10:24,101,1,0
2024-01-05 10:25,98,1,0
2024-01-05 10:44,19,1,0
2024-01-05 10:46,218,1,0
2024-01-05 10:46,285,1,0
2024-01-05 10:58,235,1,0
2024-01-05 11:14,143,1,0
2024-01-05 11:14,202,1,0
2024-01-05 11:20,180,1,0
2024-01-05 11:20,257,1,0
2024-01-05 11:28,65,1,0
2024-01-05 11:39,129,1,0
2024-01-05 11:41,200,1,0
2024-01-05 11:47,29,1,0
2024-01-05 11:49,152,1,0
2024-01-05 12:04,216,1,0
2024-01-05 12:06,153,1,0
2024-01-05 12:06,196,1,0
2024-01-05 12:22,10,1,0
2024-01-05 12:24,161,1,0
2024-01-05 12:34,100,1,0
2024-01-05 12:40,1,1,0
2024-01-05 12:41,142,1,0
2024-01-05 12:42,77,1,0
2024-01-05 12:47,156,1,0
2024-01-05 12:47,270,1,0
2024-01-05 12:52,199,1,0
2024-01-05 13:00,63,1,0
2024-01-05 13:04,148,1,0
2024-01-05 13:08,76,1,0
2024-01-05 13:11,12,1,0
2024-01-05 13:11,293,1,0
2024-01-05 13:12,5,1,0
2024-01-05 13:14,146,1,0
2024-01-05 13:23,179,1,0
2024-01-05 13:30,290,1,0
2024-01-05 13:40,251,1,0
2024-01-05 13:43,255,1,0
2024-01-05 13:48,112,1,0
2024-01-05 13:49,225,1,0
2024-01-05 13:49,296,1,0
2024-01-05 13:57,238,1,0
2024-01-05 14:00,110,1,0
2024-01-05 14:02,102,1,0
2024-01-05 14:07,159,1,0
2024-01-05 14:11,188,1,0
2024-01-05 14:11,299,1,0
2024-01-05 14:12,258,1,0
2024-01-05 14:13,239,1,0
2024-01-05 14:19,300,1,0
2024-01-05 14:29,268,1,0
2024-01-05 14:31,125,1,0
2024-01-05 14:32,241,1,0
2024-01-05 14:33,213,1,0
2024-01-05 14:38,72,1,0
2024-01-05 14:41,171,1,0
2024-01-05 14:43,45,1,0
2024-01-05 14:45,34,1,0
2024-01-05 14:45,204,1,0
2024-01-05 14:48,283,1,0
2024-01-05 14:53,138,1,0
2024-01-05 14:58,287,1,4
2024-01-05 15:16,150,1,0
2024-01-05 15:20,272,1,0
2024-01-05 15:27,187,1,0
2024-01-05 15:28,219,1,0
2024-01-05 15:37,177,1,0
2024-01-05 15:56,207,1,0
2024-01-05 15:59,28,1,0
2024-01-05 16:00,250,1,0
2024-01-05 16:01,96,1,0
2024-01-05 16:14,191,1,0
2024-01-05 16:16,16,1,0
2024-01-05 16:19,172,1,4
2024-01-05 16:31,183,1,0
2024-01-05 16:36,237,1,0
2024-01-05 16:40,227,1,0
2024-01-05 16:42,114,1,0
2024-01-05 16:55,234,1,0
2024-01-05 17:06,176,1,0
2024-01-05 17:18,147,1,0
2024-01-05 17:21,88,1,0
2024-01-05 17:21,228,1,0
2024-01-05 17:25,130,1,4
2024-01-05 17:26,104,1,0
2024-01-05 17:37,26,1,0
2024-01-05 17:51,46,1,0
